Activity_ID,Lead_ID,Activity_Type,Activity_Date,Outcome
A04496,L1055,Email,2026-06-20,Opened
A04497,L1077,Website Visit,2026-06-20,Pricing Page
A04498,L1108,Email,2026-06-20,Opened
A04499,L1112,Website Visit,2026-06-20,Pricing Page
A04500,L1125,Call,2026-06-20,Callback Requested
A04501,L1170,Call,2026-06-20,Connected
A04502,L1208,Call,2026-06-20,Connected
A04503,L1231,Meeting,2026-06-20,Completed
A04504,L0568,Website Visit,2026-06-21,Case Study
A04505,L0591,Call,2026-06-21,No Answer
A04506,L0593,Email,2026-06-21,No Response
A04507,L0611,Call,2026-06-21,Connected
A04508,L0650,Email,2026-06-21,Opened
A04509,L0652,Call,2026-06-21,No Answer
A04510,L0653,Call,2026-06-21,Connected
A04511,L0659,Call,2026-06-21,No Answer
A04512,L0662,Email,2026-06-21,Opened
A04513,L0698,Meeting,2026-06-21,Completed
A04514,L0699,Call,2026-06-21,No Answer
A04515,L0782,Website Visit,2026-06-21,Case Study
A04516,L0789,Website Visit,2026-06-21,Services Page
A04517,L0849,Website Visit,2026-06-21,Contact Page
A04518,L0915,Email,2026-06-21,No Response
A04519,L0915,Website Visit,2026-06-21,Case Study
A04520,L0923,Email,2026-06-21,Opened
A04521,L0923,Website Visit,2026-06-21,Services Page
A04522,L0947,Website Visit,2026-06-21,Blog
A04523,L0958,Call,2026-06-21,No Answer
A04524,L0979,Call,2026-06-21,Connected
A04525,L0996,Website Visit,2026-06-21,Services Page
A04526,L1005,Email,2026-06-21,No Response
A04527,L1022,Email,2026-06-21,No Response
A04528,L1025,Website Visit,2026-06-21,Services Page
A04529,L1027,Website Visit,2026-06-21,Blog
A04530,L1045,Website Visit,2026-06-21,Blog
A04531,L1047,Email,2026-06-21,No Response
A04532,L1101,Call,2026-06-21,Callback Requested
A04533,L1101,Website Visit,2026-06-21,Case Study
A04534,L1105,Email,2026-06-21,Opened
A04535,L1130,Email,2026-06-21,Opened
A04536,L1140,Call,2026-06-21,No Answer
A04537,L1190,Email,2026-06-21,No Response
A04538,L1193,Website Visit,2026-06-21,Contact Page
A04539,L1199,Website Visit,2026-06-21,Contact Page
A04540,L1203,Call,2026-06-21,Not Interested
A04541,L1227,Website Visit,2026-06-21,Services Page
A04542,L0557,Website Visit,2026-06-22,Blog
A04543,L0564,Meeting,2026-06-22,Completed
A04544,L0577,Meeting,2026-06-22,Rescheduled
A04545,L0585,Call,2026-06-22,Callback Requested
A04546,L0594,Website Visit,2026-06-22,Blog
A04547,L0612,Website Visit,2026-06-22,Blog
A04548,L0649,Call,2026-06-22,No Answer
A04549,L0668,Website Visit,2026-06-22,Blog
A04550,L0669,Call,2026-06-22,Connected
A04551,L0695,Email,2026-06-22,Replied
A04552,L0707,Call,2026-06-22,Callback Requested
A04553,L0716,Website Visit,2026-06-22,Pricing Page
A04554,L0726,Email,2026-06-22,Opened
A04555,L0732,Website Visit,2026-06-22,Contact Page
A04556,L0763,Email,2026-06-22,Replied
A04557,L0783,Website Visit,2026-06-22,Pricing Page
A04558,L0785,Call,2026-06-22,Connected
A04559,L0838,Call,2026-06-22,Callback Requested
A04560,L0857,Email,2026-06-22,No Response
A04561,L0860,Meeting,2026-06-22,Completed
A04562,L0913,Email,2026-06-22,No Response
A04563,L0924,Website Visit,2026-06-22,Contact Page
A04564,L0942,Call,2026-06-22,Connected
A04565,L0955,Call,2026-06-22,No Answer
A04566,L0990,Call,2026-06-22,Callback Requested
A04567,L0993,Call,2026-06-22,Callback Requested
A04568,L0999,Website Visit,2026-06-22,Blog
A04569,L1011,Website Visit,2026-06-22,Case Study
A04570,L1040,Website Visit,2026-06-22,Pricing Page
A04571,L1080,Email,2026-06-22,Opened
A04572,L1105,Call,2026-06-22,No Answer
A04573,L1127,Email,2026-06-22,No Response
A04574,L1128,Website Visit,2026-06-22,Case Study
A04575,L1151,Meeting,2026-06-22,Completed
A04576,L1157,Meeting,2026-06-22,Completed
A04577,L1214,Call,2026-06-22,No Answer
A04578,L1220,Call,2026-06-22,Connected
A04579,L0559,Website Visit,2026-06-23,Pricing Page
A04580,L0569,Email,2026-06-23,Opened
A04581,L0569,Meeting,2026-06-23,Rescheduled
A04582,L0574,Call,2026-06-23,No Answer
A04583,L0574,Website Visit,2026-06-23,Blog
A04584,L0612,Call,2026-06-23,Voicemail
A04585,L0684,Email,2026-06-23,Opened
A04586,L0698,Call,2026-06-23,No Answer
A04587,L0699,Email,2026-06-23,Replied
A04588,L0726,Website Visit,2026-06-23,Pricing Page
A04589,L0728,Call,2026-06-23,Voicemail
A04590,L0749,Email,2026-06-23,Opened
A04591,L0771,Email,2026-06-23,Replied
A04592,L0783,Website Visit,2026-06-23,Services Page
A04593,L0785,Meeting,2026-06-23,Completed
A04594,L0790,Call,2026-06-23,Connected
A04595,L0806,Call,2026-06-23,Connected
A04596,L0840,Email,2026-06-23,Opened
A04597,L0842,Website Visit,2026-06-23,Pricing Page
A04598,L0875,Call,2026-06-23,Callback Requested
A04599,L0908,Call,2026-06-23,Connected
A04600,L0910,Email,2026-06-23,No Response
A04601,L0933,Call,2026-06-23,Connected
A04602,L0947,Website Visit,2026-06-23,Contact Page
A04603,L0947,Website Visit,2026-06-23,Blog
A04604,L0954,Website Visit,2026-06-23,Pricing Page
A04605,L0975,Website Visit,2026-06-23,Pricing Page
A04606,L0995,Email,2026-06-23,Opened
A04607,L1011,Website Visit,2026-06-23,Services Page
A04608,L1034,Meeting,2026-06-23,Completed
A04609,L1039,Meeting,2026-06-23,Completed
A04610,L1070,Website Visit,2026-06-23,Case Study
A04611,L1085,Call,2026-06-23,Callback Requested
A04612,L1092,Call,2026-06-23,No Answer
A04613,L1101,Call,2026-06-23,Connected
A04614,L1112,Website Visit,2026-06-23,Contact Page
A04615,L1115,Website Visit,2026-06-23,Blog
A04616,L1119,Email,2026-06-23,Opened
A04617,L1131,Call,2026-06-23,Callback Requested
A04618,L1173,Website Visit,2026-06-23,Blog
A04619,L1231,Website Visit,2026-06-23,Contact Page
A04620,L0616,Website Visit,2026-06-24,Contact Page
A04621,L0646,Email,2026-06-24,Opened
A04622,L0678,Website Visit,2026-06-24,Case Study
A04623,L0678,Website Visit,2026-06-24,Services Page
A04624,L0687,Call,2026-06-24,Callback Requested
A04625,L0701,Email,2026-06-24,Replied
A04626,L0714,Website Visit,2026-06-24,Blog
A04627,L0739,Call,2026-06-24,Callback Requested
A04628,L0741,Website Visit,2026-06-24,Contact Page
A04629,L0749,Meeting,2026-06-24,Completed
A04630,L0750,Call,2026-06-24,Connected
A04631,L0781,Email,2026-06-24,Opened
A04632,L0783,Website Visit,2026-06-24,Services Page
A04633,L0787,Meeting,2026-06-24,Completed
A04634,L0813,Call,2026-06-24,Callback Requested
A04635,L0813,Website Visit,2026-06-24,Pricing Page
A04636,L0825,Call,2026-06-24,Connected
A04637,L0830,Call,2026-06-24,Connected
A04638,L0895,Call,2026-06-24,Connected
A04639,L0918,Call,2026-06-24,No Answer
A04640,L0976,Email,2026-06-24,Opened
A04641,L0999,Website Visit,2026-06-24,Blog
A04642,L1025,Email,2026-06-24,No Response
A04643,L1042,Website Visit,2026-06-24,Contact Page
A04644,L1068,Call,2026-06-24,Callback Requested
A04645,L1073,Website Visit,2026-06-24,Contact Page
A04646,L1080,Website Visit,2026-06-24,Case Study
A04647,L1085,Call,2026-06-24,No Answer
A04648,L1100,Email,2026-06-24,Replied
A04649,L1125,Call,2026-06-24,Voicemail
A04650,L1180,Meeting,2026-06-24,Completed
A04651,L1187,Website Visit,2026-06-24,Services Page
A04652,L1196,Email,2026-06-24,Opened
A04653,L1196,Website Visit,2026-06-24,Services Page
A04654,L1230,Email,2026-06-24,Bounced
A04655,L1234,Website Visit,2026-06-24,Case Study
A04656,L0569,Meeting,2026-06-25,Completed
A04657,L0610,Website Visit,2026-06-25,Pricing Page
A04658,L0611,Website Visit,2026-06-25,Pricing Page
A04659,L0616,Website Visit,2026-06-25,Case Study
A04660,L0623,Call,2026-06-25,Connected
A04661,L0634,Website Visit,2026-06-25,Services Page
A04662,L0653,Meeting,2026-06-25,Completed
A04663,L0670,Website Visit,2026-06-25,Case Study
A04664,L0693,Website Visit,2026-06-25,Blog
A04665,L0703,Website Visit,2026-06-25,Services Page
A04666,L0722,Email,2026-06-25,No Response
A04667,L0750,Email,2026-06-25,Bounced
A04668,L0758,Website Visit,2026-06-25,Blog
A04669,L0762,Email,2026-06-25,No Response
A04670,L0791,Website Visit,2026-06-25,Contact Page
A04671,L0855,Call,2026-06-25,Connected
A04672,L0901,Website Visit,2026-06-25,Case Study
A04673,L0914,Email,2026-06-25,No Response
A04674,L0917,Website Visit,2026-06-25,Pricing Page
A04675,L0934,Call,2026-06-25,Connected
A04676,L0937,Call,2026-06-25,Connected
A04677,L0937,Website Visit,2026-06-25,Contact Page
A04678,L1013,Website Visit,2026-06-25,Pricing Page
A04679,L1015,Call,2026-06-25,No Answer
A04680,L1034,Meeting,2026-06-25,Completed
A04681,L1039,Call,2026-06-25,No Answer
A04682,L1054,Email,2026-06-25,Replied
A04683,L1054,Meeting,2026-06-25,Completed
A04684,L1074,Website Visit,2026-06-25,Blog
A04685,L1099,Call,2026-06-25,Connected
A04686,L1112,Call,2026-06-25,Connected
A04687,L1235,Call,2026-06-25,No Answer
A04688,L1239,Call,2026-06-25,Voicemail
A04689,L1249,Website Visit,2026-06-25,Contact Page
A04690,L0593,Call,2026-06-26,Voicemail
A04691,L0671,Call,2026-06-26,Callback Requested
A04692,L0683,Website Visit,2026-06-26,Case Study
A04693,L0709,Website Visit,2026-06-26,Case Study
A04694,L0738,Call,2026-06-26,Not Interested
A04695,L0741,Call,2026-06-26,Callback Requested
A04696,L0749,Email,2026-06-26,No Response
A04697,L0750,Website Visit,2026-06-26,Blog
A04698,L0765,Meeting,2026-06-26,Completed
A04699,L0776,Call,2026-06-26,Connected
A04700,L0792,Website Visit,2026-06-26,Case Study
A04701,L0805,Website Visit,2026-06-26,Pricing Page
A04702,L0830,Website Visit,2026-06-26,Blog
A04703,L0840,Call,2026-06-26,Connected
A04704,L0893,Website Visit,2026-06-26,Blog
A04705,L0910,Website Visit,2026-06-26,Services Page
A04706,L0927,Website Visit,2026-06-26,Blog
A04707,L0935,Website Visit,2026-06-26,Contact Page
A04708,L0943,Website Visit,2026-06-26,Case Study
A04709,L0954,Call,2026-06-26,Connected
A04710,L0961,Call,2026-06-26,Connected
A04711,L0969,Email,2026-06-26,Opened
A04712,L1012,Website Visit,2026-06-26,Services Page
A04713,L1014,Meeting,2026-06-26,Completed
A04714,L1018,Website Visit,2026-06-26,Services Page
A04715,L1045,Email,2026-06-26,Opened
A04716,L1054,Website Visit,2026-06-26,Services Page
A04717,L1059,Call,2026-06-26,Connected
A04718,L1070,Call,2026-06-26,Connected
A04719,L1078,Email,2026-06-26,Replied
A04720,L1082,Website Visit,2026-06-26,Case Study
A04721,L1085,Email,2026-06-26,No Response
A04722,L1092,Website Visit,2026-06-26,Services Page
A04723,L1099,Website Visit,2026-06-26,Pricing Page
A04724,L1107,Website Visit,2026-06-26,Services Page
A04725,L1133,Website Visit,2026-06-26,Contact Page
A04726,L1169,Call,2026-06-26,Connected
A04727,L1180,Website Visit,2026-06-26,Contact Page
A04728,L1202,Website Visit,2026-06-26,Services Page
A04729,L1230,Meeting,2026-06-26,Completed
A04730,L1237,Website Visit,2026-06-26,Blog
A04731,L1263,Email,2026-06-26,Replied
A04732,L1272,Email,2026-06-26,Opened
A04733,L1274,Website Visit,2026-06-26,Pricing Page
A04734,L1277,Email,2026-06-26,No Response
A04735,L1278,Website Visit,2026-06-26,Case Study
A04736,L0591,Website Visit,2026-06-27,Pricing Page
A04737,L0595,Email,2026-06-27,No Response
A04738,L0653,Website Visit,2026-06-27,Case Study
A04739,L0658,Call,2026-06-27,No Answer
A04740,L0668,Call,2026-06-27,No Answer
A04741,L0678,Email,2026-06-27,Opened
A04742,L0706,Call,2026-06-27,No Answer
A04743,L0710,Website Visit,2026-06-27,Contact Page
A04744,L0733,Email,2026-06-27,Replied
A04745,L0746,Call,2026-06-27,Voicemail
A04746,L0771,Website Visit,2026-06-27,Services Page
A04747,L0775,Meeting,2026-06-27,Completed
A04748,L0775,Website Visit,2026-06-27,Pricing Page
A04749,L0780,Website Visit,2026-06-27,Blog
A04750,L0787,Website Visit,2026-06-27,Pricing Page
A04751,L0850,Call,2026-06-27,Connected
A04752,L0866,Call,2026-06-27,Voicemail
A04753,L0880,Email,2026-06-27,Opened
A04754,L0890,Website Visit,2026-06-27,Blog
A04755,L0942,Website Visit,2026-06-27,Pricing Page
A04756,L0967,Website Visit,2026-06-27,Services Page
A04757,L0979,Call,2026-06-27,No Answer
A04758,L0996,Website Visit,2026-06-27,Services Page
A04759,L1022,Call,2026-06-27,No Answer
A04760,L1045,Email,2026-06-27,No Response
A04761,L1068,Website Visit,2026-06-27,Blog
A04762,L1075,Website Visit,2026-06-27,Case Study
A04763,L1087,Website Visit,2026-06-27,Contact Page
A04764,L1092,Website Visit,2026-06-27,Services Page
A04765,L1104,Website Visit,2026-06-27,Services Page
A04766,L1125,Email,2026-06-27,Opened
A04767,L1139,Website Visit,2026-06-27,Contact Page
A04768,L1149,Website Visit,2026-06-27,Services Page
A04769,L1169,Meeting,2026-06-27,Completed
A04770,L1221,Call,2026-06-27,Connected
A04771,L1229,Call,2026-06-27,No Answer
A04772,L1243,Call,2026-06-27,Connected
A04773,L1251,Call,2026-06-27,Connected
A04774,L1270,Call,2026-06-27,No Answer
A04775,L1275,Website Visit,2026-06-27,Blog
A04776,L1287,Website Visit,2026-06-27,Pricing Page
A04777,L0602,Meeting,2026-06-28,Completed
A04778,L0626,Meeting,2026-06-28,Completed
A04779,L0637,Meeting,2026-06-28,Completed
A04780,L0697,Website Visit,2026-06-28,Services Page
A04781,L0749,Call,2026-06-28,No Answer
A04782,L0764,Website Visit,2026-06-28,Contact Page
A04783,L0789,Call,2026-06-28,No Answer
A04784,L0818,Website Visit,2026-06-28,Pricing Page
A04785,L0840,Meeting,2026-06-28,Completed
A04786,L0856,Meeting,2026-06-28,Completed
A04787,L0867,Website Visit,2026-06-28,Pricing Page
A04788,L0869,Meeting,2026-06-28,Completed
A04789,L0892,Website Visit,2026-06-28,Pricing Page
A04790,L0924,Website Visit,2026-06-28,Pricing Page
A04791,L0926,Email,2026-06-28,Opened
A04792,L0956,Meeting,2026-06-28,Rescheduled
A04793,L0968,Website Visit,2026-06-28,Pricing Page
A04794,L0985,Website Visit,2026-06-28,Blog
A04795,L0996,Call,2026-06-28,No Answer
A04796,L1013,Website Visit,2026-06-28,Services Page
A04797,L1021,Email,2026-06-28,No Response
A04798,L1045,Website Visit,2026-06-28,Pricing Page
A04799,L1074,Call,2026-06-28,Connected
A04800,L1077,Call,2026-06-28,Voicemail
A04801,L1165,Call,2026-06-28,No Answer
A04802,L1174,Call,2026-06-28,Voicemail
A04803,L1177,Call,2026-06-28,Callback Requested
A04804,L1191,Meeting,2026-06-28,Completed
A04805,L1195,Call,2026-06-28,No Answer
A04806,L1199,Call,2026-06-28,Connected
A04807,L1199,Email,2026-06-28,Opened
A04808,L1206,Call,2026-06-28,Connected
A04809,L1216,Website Visit,2026-06-28,Services Page
A04810,L1223,Website Visit,2026-06-28,Pricing Page
A04811,L1259,Website Visit,2026-06-28,Pricing Page
A04812,L1273,Email,2026-06-28,No Response
A04813,L1294,Email,2026-06-28,Opened
A04814,L1295,Call,2026-06-28,No Answer
A04815,L1295,Email,2026-06-28,No Response
A04816,L0622,Call,2026-06-29,Voicemail
A04817,L0641,Website Visit,2026-06-29,Blog
A04818,L0659,Email,2026-06-29,Replied
A04819,L0667,Call,2026-06-29,Connected
A04820,L0671,Meeting,2026-06-29,Completed
A04821,L0708,Email,2026-06-29,Replied
A04822,L0711,Website Visit,2026-06-29,Case Study
A04823,L0755,Meeting,2026-06-29,Completed
A04824,L0758,Website Visit,2026-06-29,Case Study
A04825,L0769,Website Visit,2026-06-29,Services Page
A04826,L0779,Call,2026-06-29,No Answer
A04827,L0779,Website Visit,2026-06-29,Pricing Page
A04828,L0787,Email,2026-06-29,Replied
A04829,L0801,Email,2026-06-29,Replied
A04830,L0811,Call,2026-06-29,Connected
A04831,L0825,Website Visit,2026-06-29,Blog
A04832,L0826,Call,2026-06-29,Connected
A04833,L0837,Website Visit,2026-06-29,Case Study
A04834,L0864,Website Visit,2026-06-29,Case Study
A04835,L0869,Email,2026-06-29,No Response
A04836,L0875,Meeting,2026-06-29,Rescheduled
A04837,L0900,Call,2026-06-29,Connected
A04838,L0907,Call,2026-06-29,No Answer
A04839,L1039,Email,2026-06-29,No Response
A04840,L1056,Call,2026-06-29,No Answer
A04841,L1078,Call,2026-06-29,Connected
A04842,L1099,Website Visit,2026-06-29,Blog
A04843,L1158,Meeting,2026-06-29,Completed
A04844,L1200,Call,2026-06-29,Connected
A04845,L1234,Call,2026-06-29,Voicemail
A04846,L1235,Email,2026-06-29,Opened
A04847,L1278,Website Visit,2026-06-29,Case Study
A04848,L1279,Website Visit,2026-06-29,Contact Page
A04849,L1301,Call,2026-06-29,No Answer
A04850,L0638,Website Visit,2026-06-30,Case Study
A04851,L0669,Website Visit,2026-06-30,Services Page
A04852,L0677,Website Visit,2026-06-30,Blog
A04853,L0678,Email,2026-06-30,Opened
A04854,L0715,Meeting,2026-06-30,Completed
A04855,L0728,Website Visit,2026-06-30,Case Study
A04856,L0768,Email,2026-06-30,No Response
A04857,L0814,Email,2026-06-30,Replied
A04858,L0814,Website Visit,2026-06-30,Services Page
A04859,L0816,Email,2026-06-30,No Response
A04860,L0827,Website Visit,2026-06-30,Blog
A04861,L0840,Call,2026-06-30,Connected
A04862,L0861,Website Visit,2026-06-30,Contact Page
A04863,L0865,Call,2026-06-30,No Answer
A04864,L0872,Website Visit,2026-06-30,Services Page
A04865,L0881,Email,2026-06-30,No Response
A04866,L0885,Website Visit,2026-06-30,Blog
A04867,L0910,Meeting,2026-06-30,Completed
A04868,L0930,Website Visit,2026-06-30,Blog
A04869,L0947,Call,2026-06-30,No Answer
A04870,L0952,Email,2026-06-30,Replied
A04871,L0959,Website Visit,2026-06-30,Case Study
A04872,L1011,Email,2026-06-30,Bounced
A04873,L1012,Meeting,2026-06-30,Completed
A04874,L1034,Website Visit,2026-06-30,Blog
A04875,L1050,Website Visit,2026-06-30,Blog
A04876,L1054,Call,2026-06-30,No Answer
A04877,L1081,Call,2026-06-30,Connected
A04878,L1094,Website Visit,2026-06-30,Blog
A04879,L1151,Call,2026-06-30,Connected
A04880,L1170,Email,2026-06-30,No Response
A04881,L1187,Email,2026-06-30,No Response
A04882,L1193,Meeting,2026-06-30,Completed
A04883,L1221,Email,2026-06-30,No Response
A04884,L0637,Email,2026-07-01,Replied
A04885,L0641,Meeting,2026-07-01,Completed
A04886,L0642,Email,2026-07-01,Replied
A04887,L0678,Call,2026-07-01,Callback Requested
A04888,L0678,Meeting,2026-07-01,Completed
A04889,L0726,Call,2026-07-01,Connected
A04890,L0726,Email,2026-07-01,Opened
A04891,L0751,Call,2026-07-01,Voicemail
A04892,L0752,Call,2026-07-01,Connected
A04893,L0763,Website Visit,2026-07-01,Case Study
A04894,L0768,Email,2026-07-01,Replied
A04895,L0808,Call,2026-07-01,Connected
A04896,L0818,Call,2026-07-01,No Answer
A04897,L0837,Website Visit,2026-07-01,Services Page
A04898,L0846,Email,2026-07-01,Replied
A04899,L0869,Email,2026-07-01,Opened
A04900,L0880,Call,2026-07-01,Connected
A04901,L0882,Call,2026-07-01,Voicemail
A04902,L0907,Meeting,2026-07-01,Completed
A04903,L0937,Website Visit,2026-07-01,Services Page
A04904,L0954,Website Visit,2026-07-01,Pricing Page
A04905,L0966,Website Visit,2026-07-01,Blog
A04906,L0990,Email,2026-07-01,No Response
A04907,L0996,Website Visit,2026-07-01,Services Page
A04908,L0998,Email,2026-07-01,No Response
A04909,L1028,Website Visit,2026-07-01,Case Study
A04910,L1028,Website Visit,2026-07-01,Case Study
A04911,L1030,Email,2026-07-01,Opened
A04912,L1055,Call,2026-07-01,No Answer
A04913,L1066,Call,2026-07-01,Connected
A04914,L1072,Meeting,2026-07-01,Completed
A04915,L1105,Meeting,2026-07-01,Completed
A04916,L1112,Call,2026-07-01,Callback Requested
A04917,L1179,Website Visit,2026-07-01,Case Study
A04918,L1202,Website Visit,2026-07-01,Blog
A04919,L1207,Meeting,2026-07-01,Completed
A04920,L1220,Email,2026-07-01,Opened
A04921,L1261,Website Visit,2026-07-01,Pricing Page
A04922,L1267,Website Visit,2026-07-01,Services Page
A04923,L1269,Website Visit,2026-07-01,Blog
A04924,L1281,Call,2026-07-01,Voicemail
A04925,L1295,Website Visit,2026-07-01,Pricing Page
A04926,L1296,Call,2026-07-01,No Answer
A04927,L1314,Email,2026-07-01,Replied
A04928,L1318,Website Visit,2026-07-01,Case Study
A04929,L0641,Website Visit,2026-07-02,Services Page
A04930,L0662,Email,2026-07-02,Replied
A04931,L0671,Email,2026-07-02,Opened
A04932,L0706,Email,2026-07-02,Replied
A04933,L0709,Email,2026-07-02,Replied
A04934,L0710,Website Visit,2026-07-02,Services Page
A04935,L0718,Website Visit,2026-07-02,Services Page
A04936,L0728,Email,2026-07-02,Opened
A04937,L0786,Email,2026-07-02,Replied
A04938,L0868,Call,2026-07-02,No Answer
A04939,L0891,Call,2026-07-02,Connected
A04940,L0927,Meeting,2026-07-02,Rescheduled
A04941,L0940,Website Visit,2026-07-02,Pricing Page
A04942,L0956,Call,2026-07-02,Callback Requested
A04943,L1028,Email,2026-07-02,Opened
A04944,L1045,Call,2026-07-02,Connected
A04945,L1068,Call,2026-07-02,Connected
A04946,L1072,Website Visit,2026-07-02,Contact Page
A04947,L1075,Email,2026-07-02,Replied
A04948,L1118,Website Visit,2026-07-02,Services Page
A04949,L1138,Call,2026-07-02,No Answer
A04950,L1164,Call,2026-07-02,Not Interested
A04951,L1209,Email,2026-07-02,Opened
A04952,L1212,Website Visit,2026-07-02,Services Page
A04953,L1258,Website Visit,2026-07-02,Services Page
A04954,L1265,Call,2026-07-02,Callback Requested
A04955,L1279,Call,2026-07-02,No Answer
A04956,L1309,Website Visit,2026-07-02,Case Study
A04957,L1318,Call,2026-07-02,Connected
A04958,L1331,Email,2026-07-02,No Response
A04959,L1336,Meeting,2026-07-02,Completed
A04960,L0664,Call,2026-07-03,Connected
A04961,L0683,Call,2026-07-03,Not Interested
A04962,L0696,Website Visit,2026-07-03,Pricing Page
A04963,L0697,Meeting,2026-07-03,Completed
A04964,L0723,Meeting,2026-07-03,Completed
A04965,L0730,Call,2026-07-03,Connected
A04966,L0741,Website Visit,2026-07-03,Case Study
A04967,L0744,Call,2026-07-03,Callback Requested
A04968,L0777,Website Visit,2026-07-03,Pricing Page
A04969,L0789,Call,2026-07-03,No Answer
A04970,L0790,Call,2026-07-03,Connected
A04971,L0799,Website Visit,2026-07-03,Pricing Page
A04972,L0815,Website Visit,2026-07-03,Blog
A04973,L0861,Email,2026-07-03,Bounced
A04974,L0879,Call,2026-07-03,Callback Requested
A04975,L0882,Meeting,2026-07-03,Completed
A04976,L0902,Website Visit,2026-07-03,Services Page
A04977,L0924,Email,2026-07-03,Opened
A04978,L0934,Email,2026-07-03,Replied
A04979,L0954,Meeting,2026-07-03,Completed
A04980,L0969,Call,2026-07-03,No Answer
A04981,L0975,Email,2026-07-03,No Response
A04982,L1018,Email,2026-07-03,No Response
A04983,L1027,Call,2026-07-03,Callback Requested
A04984,L1062,Website Visit,2026-07-03,Case Study
A04985,L1107,Call,2026-07-03,Connected
A04986,L1117,Website Visit,2026-07-03,Case Study
A04987,L1155,Call,2026-07-03,Connected
A04988,L1210,Email,2026-07-03,No Response
A04989,L1231,Website Visit,2026-07-03,Case Study
A04990,L1240,Call,2026-07-03,Callback Requested
A04991,L1267,Website Visit,2026-07-03,Services Page
A04992,L1269,Meeting,2026-07-03,Rescheduled
A04993,L1287,Meeting,2026-07-03,Completed
A04994,L1304,Website Visit,2026-07-03,Services Page
A04995,L1314,Call,2026-07-03,Connected
A04996,L1318,Call,2026-07-03,Callback Requested
A04997,L1324,Call,2026-07-03,No Answer
A04998,L1340,Call,2026-07-03,Connected
A04999,L0650,Call,2026-07-04,No Answer
A05000,L0665,Website Visit,2026-07-04,Contact Page
A05001,L0674,Email,2026-07-04,Opened
A05002,L0681,Website Visit,2026-07-04,Case Study
A05003,L0688,Call,2026-07-04,No Answer
A05004,L0689,Call,2026-07-04,Connected
A05005,L0715,Email,2026-07-04,Opened
A05006,L0745,Website Visit,2026-07-04,Blog
A05007,L0765,Website Visit,2026-07-04,Services Page
A05008,L0780,Call,2026-07-04,Callback Requested
A05009,L0859,Call,2026-07-04,No Answer
A05010,L0879,Call,2026-07-04,Connected
A05011,L0911,Email,2026-07-04,Opened
A05012,L0919,Email,2026-07-04,No Response
A05013,L0927,Call,2026-07-04,No Answer
A05014,L0927,Email,2026-07-04,No Response
A05015,L1017,Email,2026-07-04,Opened
A05016,L1024,Website Visit,2026-07-04,Blog
A05017,L1039,Email,2026-07-04,Replied
A05018,L1045,Meeting,2026-07-04,Rescheduled
A05019,L1067,Call,2026-07-04,Connected
A05020,L1082,Meeting,2026-07-04,Completed
A05021,L1082,Website Visit,2026-07-04,Blog
A05022,L1112,Meeting,2026-07-04,Completed
A05023,L1118,Email,2026-07-04,Replied
A05024,L1129,Call,2026-07-04,Connected
A05025,L1144,Call,2026-07-04,Voicemail
A05026,L1157,Website Visit,2026-07-04,Case Study
A05027,L1166,Email,2026-07-04,No Response
A05028,L1228,Meeting,2026-07-04,Rescheduled
A05029,L1259,Email,2026-07-04,No Response
A05030,L1267,Meeting,2026-07-04,Completed
A05031,L1280,Call,2026-07-04,Connected
A05032,L1298,Call,2026-07-04,Callback Requested
A05033,L1320,Call,2026-07-04,Voicemail
A05034,L1329,Email,2026-07-04,Opened
A05035,L1330,Email,2026-07-04,Bounced
A05036,L1331,Email,2026-07-04,Bounced
A05037,L1341,Email,2026-07-04,Opened
A05038,L1354,Email,2026-07-04,Opened
A05039,L0666,Website Visit,2026-07-05,Blog
A05040,L0678,Website Visit,2026-07-05,Contact Page
A05041,L0683,Meeting,2026-07-05,Completed
A05042,L0703,Call,2026-07-05,Connected
A05043,L0731,Call,2026-07-05,Connected
A05044,L0780,Email,2026-07-05,Opened
A05045,L0783,Call,2026-07-05,Voicemail
A05046,L0826,Website Visit,2026-07-05,Blog
A05047,L0856,Email,2026-07-05,No Response
A05048,L0882,Website Visit,2026-07-05,Contact Page
A05049,L0902,Call,2026-07-05,No Answer
A05050,L0942,Email,2026-07-05,No Response
A05051,L0949,Website Visit,2026-07-05,Services Page
A05052,L0970,Email,2026-07-05,No Response
A05053,L0997,Call,2026-07-05,Connected
A05054,L1018,Website Visit,2026-07-05,Case Study
A05055,L1019,Call,2026-07-05,Connected
A05056,L1019,Call,2026-07-05,Connected
A05057,L1045,Email,2026-07-05,No Response
A05058,L1054,Email,2026-07-05,Bounced
A05059,L1057,Email,2026-07-05,Replied
A05060,L1070,Email,2026-07-05,Replied
A05061,L1075,Call,2026-07-05,Connected
A05062,L1102,Website Visit,2026-07-05,Blog
A05063,L1106,Website Visit,2026-07-05,Blog
A05064,L1112,Call,2026-07-05,Connected
A05065,L1157,Call,2026-07-05,Callback Requested
A05066,L1165,Website Visit,2026-07-05,Services Page
A05067,L1214,Email,2026-07-05,Replied
A05068,L1214,Website Visit,2026-07-05,Blog
A05069,L1227,Call,2026-07-05,No Answer
A05070,L1228,Email,2026-07-05,No Response
A05071,L1229,Website Visit,2026-07-05,Blog
A05072,L1239,Website Visit,2026-07-05,Pricing Page
A05073,L1243,Call,2026-07-05,Connected
