Lead_ID,Company_Name,Industry,Company_Size,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Lead_Created_Date,Lead_Stage,Follow_Up_Status,Next_Follow_Up_Date,Sales_Rep_ID,Deal_Value,Conversion
L1134,Madhav Platforms,SaaS,51-200,Mumbai,Cold Calling,Software Development,31.0,2026-06-08,Contacted,Follow-up Required,2026-09-30,SR02,,No
L1135,Drift Labs,SaaS,201-500,Gurgaon,Cold Calling,Cloud Services,148.9,2026-06-08,New,Follow-up Required,2026-10-05,SR01,,No
L1136,Orbit Academy Systems,Education,501-1000,Chennai,LinkedIn,Cloud Services,349.5,2026-06-08,Contacted,Not Interested,,SR04,,No
L1137,Aurora Networks,EDUCATION,51-200,Mumbai,LinkedIn,Cloud Services,34.7,2026-06-08,Qualified,Follow-up Required,29/09/2026,SR02,,No
L1138,Alpine Pvt Ltd,E-commerce,1-50,Delhi,Cold Calling,Digital Transformation,5.2,2026-06-08,Contacted,Contacted,2026-09-24,SR05,,No
L1139,Mantra Technologies,Logistics,1-50,Jaipur,Cold Calling,Digital Transformation,4.9,2026-06-09,New,Follow-up Required,2026-09-10,SR03,,No
L1140,Aryan Labs,SaaS,1-50,Delhi,Website,DevOps,10.7,2026-06-09,Qualified,Waiting for Response,2026-09-19,SR03,,No
L1141,Vayu Systems,E-commerce,201-500,Mumbai,Cold Calling,Software Development,93.6,2026-06-09,New,Follow-up Required,2026-10-05,SR09,,No
L1142,Crest Finserv,FinTech,501-1000,Mumbai,Cold Calling,Cloud Services,590.4,2026-06-09,New,Follow-up Required,2026-09-10,SR06,,No
L1143,Drift Networks,SaaS,51-200,Delhi,Cold Calling,Digital Transformation,35.9,09/06/2026,Contacted,Follow-up Required,2026-09-20,SR05,,No
L1144,Vivid Engineering,manufacturing,501-1000,Mumbai ,Cold Calling,Digital Transformation,440.0,2026-06-09,Contacted,Contacted,2026-10-05,SR02,,No
L1145,Bluepeak Networks,saas,1-50,Bengaluru,Cold Calling,Cloud Services,12.3,2026-06-09,New,Follow-up Required,2026-09-09,SR08,,No
L1146,Titan Apps,SaaS,201-500,Bengaluru,Website,DevOps,111.5,2026-06-09,New,Follow-up Required,2026-09-19,SR07,,No
L1147,Willow Engineering,Manufacturing,51-200,Noida,Cold Calling,Cloud Services,38.0,2026-06-09,Qualified,Waiting for Response,2026-09-05,SR01,,No
L1148,Quest Engineering,Manufacturing,201-500,Mumbai,LinkedIn,Cloud Services,105.7,2026-06-10,New,Follow-up Required,2026-09-19,SR06,,No
L1149,Sapphire Networks,Manufacturing,1000+,Chennai,Website,Digital Transformation,2533.5,2026-06-10,Qualified,Follow-up Required,2026-10-07,SR08,,No
L1150,Quantum Ventures ,SaaS,51-200,Mumbai,Website,Cloud Services,51.4,2026-06-10,Contacted,Waiting for Response,2026-09-04,SR02,,No
L1151,Sapphire Platforms,SaaS,501-1000,Ahmedabad,LinkedIn,Software Development,505.1,2026-06-10,Meeting,Meeting Scheduled,2026-09-26,SR06,,No
L1152,Nimbus Global,Manufacturing,51-200,Gurgaon,Cold Calling,Digital Transformation,24.4,2026-06-10,Contacted,Waiting for Response,19/09/2026,SR03,,No
L1153,Wavelet Pvt Ltd,MANUFACTURING,201-500,Bengaluru,LinkedIn,Digital Transformation,123.1,2026-06-10,Qualified,Waiting for Response,2026-10-10,SR08,,No
L1154,Banyan Manufacturing,MANUFACTURING,51-200,Pune,Cold Calling,Cybersecurity,39.4,2026-06-11,Contacted,Not Interested,,SR09,,No
L1155,Quest Manufacturing,Manufacturing,201-500,Gurgaon,Website,Digital Transformation,92.6,2026-06-11,Contacted,Contacted,2026-10-05,SR01,,No
L1156,Cedar Brands,Retail,51-200,Mumbai,Email Campaign,Cybersecurity,27.2,2026-06-11,Qualified,Follow-up Required,2026-09-15,SR02,,No
L1157,Aurora Pvt Ltd,Logistics,1000+,Pune,Email Campaign,Cloud Services,,2026-06-11,Meeting,Waiting for Response,27/09/2026,SR09,,No
L1158,Flux Brands,Retail,1000+,Delhi,LINKEDIN,Software Development,570.4,2026-06-11,Proposal,Not Interested,,SR01,1840000.0,No
L1159,Radiant Softech,E-commerce,501-1000,Pune,Website,Software Development,,2026-06-11,Qualified,Waiting for Response,2026-09-02,SR02,,No
L1160,Mantra Group,Retail,51-200,Bengaluru,Email Campaign,Digital Transformation,58.9,2026-06-11,New,Follow-up Required,2026-09-26,SR08,,No
L1161,Apex Engineering,Manufacturing,51-200,Bengaluru,Email Campaign,Digital Transformation,10.4,2026-06-11,New,Follow-up Required,2026-10-07,SR07,,No
L1162,Hive Softech,Manufacturing,51-200,,Email Campaign,Cybersecurity,20.0,2026-06-11,Qualified,Not Interested,,SR05,,No
L1163,Umbra Engineering,Manufacturing,1000+,Mumbai ,Referral,Software Development,1662.1,2026-06-11,Contacted,Waiting for Response,2026-09-20,SR02,,No
L1164,Vertex Technologies,E-commerce,501-1000,Pune,Email Campaign,Digital Transformation,474.5,2026-06-11,Qualified,Meeting Scheduled,2026-09-24,SR02,,No
L1165,Evergreen Payments,FINTECH,201-500,Bengaluru,LinkedIn,Cloud Services,87.1,2026-06-11,Contacted,Not Interested,,SR08,,No
L1166,Onyx Global,FinTech,1000+,Pune,Cold Calling,Cybersecurity,2268.7,2026-06-12,Meeting,Contacted,2026-09-29,SR06,,No
L1167,Cobalt Components,Manufacturing,1000+,Mumbai,Website,Digital Transformation,1642.0,2026-06-12,New,Follow-up Required,2026-09-21,SR02,,No
L1168,Bluepeak Mart,Retail,1-50,Hyderabad ,Referral,Digital Transformation,2.7,2026-06-12,Contacted,Waiting for Response,2026-09-19,SR07,,No
L1169,Optima Diagnostics,Healthcare,1-50,Bengaluru,Email Campaign,Cloud Services,8.7,2026-06-12,Proposal,Follow-up Required,2026-10-04,SR08,400000.0,No
L1170,Ion Marketplace,E-commerce,51-200,Pune,LinkedIn,Software Development,35.9,2026-06-12,Qualified,Follow-up Required,2026-10-05,SR06,,No
L1171,Willow Networks,Education,501-1000,Bengaluru,LinkedIn,Software Development,548.0,2026-06-12,Qualified,Not Interested,,SR07,,No
L1172,Onyx Retail,Retail ,501-1000,Mumbai,Events,Digital Transformation,222.6,2026-06-12,Qualified,Contacted,18/09/2026,SR09,,No
L1173,Quartz Labs,e-commerce,201-500,Pune,LinkedIn,Cybersecurity,110.7,2026-06-12,Contacted,Contacted,2026-09-22,SR06,,No
L1174,Himalaya Software,SaaS,1-50,Mumbai,WEBSITE,Software Development,9.8,2026-06-12,Qualified,Waiting for Response,2026-09-19,SR02,,No
L1175,Alpine Solutions,SaaS,201-500,Noida,LinkedIn,Cybersecurity,65.7,2026-06-12,New,Follow-up Required,2026-10-04,SR05,,No
L1176,Pinnacle Care Systems,Healthcare,1000+,Bangalore,Cold Calling,Cloud Services,1136.4,2026-06-12,New,Follow-up Required,2026-09-19,SR07,,No
L1177,Quest Ventures,Logistics,51-200,Mumbai,Email Campaign,Software Development,52.7,2026-06-12,Contacted,Contacted,2026-10-03,SR09,,No
L1178,Evergreen Softech,Manufacturing,201-500,Bengaluru,Cold Calling,Digital Transformation,144.7,2026-06-13,Contacted,Follow-up Required,2026-09-21,SR08,,No
L1179,Lotus Retail,Retail,501-1000,,Google Search,DevOps,579.1,2026-06-13,Proposal,Follow-up Required,2026-09-20,SR01,1040000.0,No
L1180,Apex Components,Manufacturing,1000+,Pune,Cold Calling,Cloud Services,1324.4,2026-06-13,Meeting,Meeting Scheduled,22/09/2026,SR06,,No
L1181,Prism Industrial,Manufacturing,501-1000,Hyderabad,Email Campaign,Software Development,528.1,2026-06-13,Qualified,Contacted,2026-09-19,SR07,,No
L1182,Jade Retail Tech,e-commerce,1-50,Bengaluru,LinkedIn,DevOps,13.4,2026-06-14,New,Follow-up Required,2026-09-18,SR07,,No
L1183,Gravity Online,E-commerce,51-200,Chennai,Email Campaign,Cloud Services,19.2,2026-06-14,New,Follow-up Required,2026-10-06,SR07,,No
L1184,Kinetic Components,Manufacturing,1-50,Bangalore,Events,Digital Transformation,7.8,2026-06-14,Qualified,Contacted,2026-09-22,SR08,,No
L1185,Pinnacle Group,Manufacturing,501-1000,Delhi,Website,Software Development,259.2,2026-06-14,New,Follow-up Required,2026-10-10,SR03,,No
L1186,Titan Mart,Retail,501-1000,Pune,Google Search,Digital Transformation,162.7,2026-06-14,Qualified,Not Interested,,SR02,,No
L1187,Solace Softech,Retail,1-50,Hyderabad,Referral,Cloud Services,7.0,2026-06-14,Qualified,Meeting Scheduled,2026-09-30,SR08,,No
L1188,Umbra Apps,SaaS,1-50,Delhi,Google Search,DevOps,7.3,2026-06-15,Contacted,Follow-up Required,2026-09-29,SR10,,No
L1189,Narmada Pvt Ltd,Logistics,1-50,Mumbai,Email Campaign,Digital Transformation,6.2,2026-06-15,Contacted,Follow-up Required,2026-09-25,SR09,,No
L1190,Optima Enterprises,Manufacturing,1-50,Delhi,Website,DevOps,4.2,2026-06-15,Qualified,Waiting for Response,2026-10-07,SR05,,No
L1191,Urban Networks,SaaS,51-200,Chennai,LinkedIn,DevOps,43.1,2026-06-15,Meeting,Meeting Scheduled,2026-09-24,SR08,,No
L1192,Vanguard Logistics,Logistics,501-1000,Delhi,Email Campaign,Cybersecurity,533.3,2026-06-15,New,Follow-up Required,2026-10-07,SR03,,No
L1193,Pulse Group,E-commerce,51-200,Mumbai,Cold Calling,Software Development,50.3,2026-06-15,Proposal,Waiting for Response,2026-09-30,SR09,770000.0,No
L1194,Aryan Group,E-commerce,1-50,Pune,Cold Calling,Cybersecurity,10.8,2026-06-15,Contacted,Follow-up Required,2026-10-07,SR06,,No
L1195,Orbit Enterprises,SaaS,1-50,Bangalore,Cold Calling,Software Development,12.8,2026-06-15,Contacted,Waiting for Response,2026-09-04,SR08,,No
L1196,Quartz Care Systems,Healthcare,1-50,Bengaluru,Email Campaign,Digital Transformation,6.6,2026-06-15,Qualified,Contacted,2026-10-06,SR07,,No
L1197,Kaveri Wealth Tech,FinTech,1-50,Delhi,Events,Cybersecurity,8.0,15/06/2026,New,Follow-up Required,2026-10-08,SR01,,No
L1198,Falcon Group,Education,201-500,Bengaluru,Email Campaign,Digital Transformation,48.6,2026-06-16,New,Follow-up Required,2026-10-04,SR08,,No
L1199,Aryan Systems,Healthcare,51-200,Delhi,Email Campaign,Cloud Services,37.0,2026-06-16,Qualified,Follow-up Required,2026-10-02,SR05,,No
L1200,Kestrel Solutions,FinTech,51-200,Hyderabad,Email Campaign,Software Development,19.4,2026-06-16,Meeting,Meeting Scheduled,2026-09-26,SR07,,No
L1201,Optima Ventures,E-commerce,51-200,Chennai,Website,Digital Transformation,21.6,2026-06-16,New,Follow-up Required,2026-09-24,SR04,,No
L1202,Alpine Softech,SaaS,51-200,Gurgaon,Email Campaign,DevOps,30.3,2026-06-16,New,Follow-up Required,2026-09-20,SR01,,No
L1203,Jolt Cargo,Logistics,201-500,Mumbai,LinkedIn,Software Development,182.0,2026-06-16,Contacted,Follow-up Required,2026-09-22,SR09,,No
L1204,Sapphire Solutions,Logistics,1-50,Hyderabad ,Website,Digital Transformation,10.2,2026-06-16,Qualified,Not Interested,,SR08,,No
L1205,Glide Knowledge,Education,201-500,Noida,Email Campaign,Cloud Services,84.7,2026-06-17,Contacted,Follow-up Required,2026-09-29,SR03,,No
L1206,Trident Global,Healthcare,51-200,Bengaluru,Email Campaign,Cloud Services,20.1,2026-06-17,Qualified,Meeting Scheduled,2026-09-25,SR08,,No
L1207,Vista Global,FinTech,51-200,Mumbai,Cold Calling,Cybersecurity,12.3,2026-06-17,Meeting,Not Interested,,SR02,,No
L1208,Ion Software,SaaS,51-200,Gurgaon,email campaign,Cloud Services,46.0,2026-06-17,Meeting,Follow-up Required,2026-09-29,SR10,,No
L1209,Garuda EdTech,Education,51-200,Pune,Google Search,Cloud Services,56.6,2026-06-17,Qualified,Follow-up Required,2026-10-04,SR02,,No
L1210,Gravity Retail ,Retail,1-50,Ahmedabad,Email Campaign,Software Development,11.6,2026-06-17,Contacted,Follow-up Required,2026-10-08,SR02,,No
L1211,Spark Freight,Logistics,201-500,Bengaluru,Cold Calling,Software Development,171.9,2026-06-17,New,Follow-up Required,2026-09-25,SR04,,No
L1212,Aurora Global,FinTech,51-200,Ahmedabad,LinkedIn,Cybersecurity,32.8,2026-06-17,Meeting,Not Interested,,SR06,,No
L1213,Mantra Software,SaaS,201-500,Mumbai,LinkedIn,DevOps,78.1,2026-06-17,New,Follow-up Required,2026-09-19,SR09,,No
L1214,Banyan Pvt Ltd,Retail,1-50,Delhi,Referral,Software Development,8.4,2026-06-17,Proposal,Waiting for Response,2026-09-19,SR10,425000.0,No
L1215,Novus Enterprises,E-commerce,1000+,Pune,Cold Calling,Cloud Services,973.1,2026-06-17,Contacted,Contacted,2026-09-19,SR06,,No
L1216,Prism Softech,Retail,201-500,Bengaluru,Google Search,Digital Transformation,126.7,2026-06-17,Contacted,Follow-up Required,25/09/2026,SR07,,No
L1217,Quantum Softech,Manufacturing,1-50,Bengaluru,Cold Calling,Cloud Services,2.9,2026-06-17,New,Follow-up Required,2026-09-01,SR07,,No
L1218,Jolt Ventures,E-commerce,1-50,Bengaluru,Cold Calling,Cloud Services,6.0,2026-06-18,Contacted,Not Interested,,SR04,,No
L1219,Uday Industries,E-commerce,51-200,Gurgaon,LinkedIn,Cloud Services,41.6,2026-06-19,New,Follow-up Required,2026-09-24,SR05,,No
L1220,Aurora Diagnostics,Healthcare,1000+,Bengaluru,Events,DevOps,519.5,2026-06-19,Won,Closed,,SR08,2020000.0,Yes
L1221,Vayu Enterprises,E-commerce,51-200,Chennai ,Email Campaign,Software Development,15.5,2026-06-19,Meeting,Follow-up Required,2026-08-31,SR07,,No
L1222,Crest Enterprises ,Logistics,501-1000,Pune,LinkedIn,Digital Transformation,258.2,2026-06-19,Qualified,Contacted,2026-09-19,SR06,,No
L1223,Dhruv Payments,FinTech,201-500,Mumbai,Google Search,Software Development,93.9,2026-06-19,Qualified,Waiting for Response,2026-10-04,SR09,,No
L1224,Flux Group,E-commerce,51-200,Noida,Events,Software Development,47.2,2026-06-20,New,Follow-up Required,2026-09-26,SR05,,No
L1225,Novus Solutions,Manufacturing,51-200,Bengaluru,LinkedIn,Digital Transformation,49.4,2026-06-20,New,Follow-up Required,2026-10-08,SR08,,No
L1226,Vayu Retail,Retail,501-1000,Bangalore,Cold Calling,Cloud Services,484.7,2026-06-20,New,Follow-up Required,2026-09-27,SR08,,No
L1227,Rudra Labs,saas,201-500,Ahmedabad,Google Search,DevOps,122.4,2026-06-20,Contacted,Follow-up Required,2026-09-21,SR06,,No
L1228,Evergreen Networks,Logistics,201-500,Delhi,Website,DevOps,51.1,2026-06-20,Meeting,Meeting Scheduled,2026-10-03,SR05,,No
L1229,Bluepeak Payments,FinTech,51-200,Hyderabad,Google Search,Cybersecurity,57.0,2026-06-20,Contacted,Contacted,2026-09-23,SR04,,No
L1230,Titan MedTech,Healthcare,201-500,Bengaluru,Referral,Digital Transformation,164.1,2026-06-20,Won,Closed,,SR04,705000.0,Yes
L1231,Ion Ventures,Retail,1000+,Chennai,Website,Digital Transformation,1692.8,2026-06-20,Won,Closed,,SR07,2000000.0,Yes
L1232,Quartz Ventures,Retail,1-50,Gurgaon,LinkedIn,Cybersecurity,4.6,2026-06-21,New,Follow-up Required,2026-10-09,SR01,,No
L1233,Horizon Systems,Healthcare,1-50,Gurgaon,LinkedIn,Digital Transformation,3.5,2026-06-21,New,Follow-up Required,2026-09-26,SR05,,No
L1234,Harbor Labs,E-commerce,201-500,Chennai,Email Campaign,Cloud Services,184.3,2026-06-21,Meeting,Waiting for Response,2026-09-27,SR04,,No
L1235,Lotus Engineering,Manufacturing,51-200,Bengaluru,Cold Calling,Digital Transformation,40.1,2026-06-21,Meeting,Not Interested,,SR08,,No
L1236,Prana Platforms,SaaS,51-200,Ahmedabad,Website,Cloud Services,47.6,2026-06-21,New,Follow-up Required,2026-10-04,SR06,,No
L1237,Paragon Labs,healthcare,201-500,Bengaluru,Referral,Cloud Services,164.5,2026-06-21,New,Follow-up Required,2026-10-02,SR04,,No
L1238,Relay Retail Tech,E-commerce,1-50,Mumbai ,Email Campaign,Cloud Services,10.1,2026-06-21,Qualified,Contacted,2026-10-02,SR02,,No
L1239,Novus Labs, FinTech,1-50,Noida,LinkedIn,Cloud Services,6.7,2026-06-21,Qualified,Waiting for Response,2026-09-29,SR05,,No
L1240,Alpine Networks,FinTech,501-1000,Delhi,Referral,Digital Transformation,510.8,2026-06-22,Proposal,Waiting for Response,2026-10-06,SR03,1710000.0,No
L1241,Zenith Retail Tech,E-commerce,51-200,,Website,DevOps,29.9,2026-06-22,Contacted,Not Interested,,SR06,,No
L1242,Kinetic Solutions,Healthcare,1000+,Noida,Email Campaign,DevOps,2350.6,2026-06-22,New,Follow-up Required,2026-09-19,SR01,,No
L1243,Quantum Retail Tech,E-commerce,51-200,Chennai,LinkedIn,DevOps,19.4,22/06/2026,Won,Closed,,SR04,650000.0,Yes
L1244,Hive Networks,Logistics,201-500,Gurgaon,Cold Calling,Cloud Services,170.6,2026-06-22,Qualified,Meeting Scheduled,2026-09-20,SR05,,No
L1245,Jolt Knowledge,Education,51-200,Bengaluru,Website,Digital Transformation,57.5,22/06/2026,Contacted,Waiting for Response,2026-10-07,SR07,,No
L1246,Quantum Software,SaaS,51-200,Noida,LinkedIn,Software Development,,22/06/2026,Contacted,Follow-up Required,2026-09-14,SR01,,No
L1247,Dhruv Networks,SaaS,1-50,Noida,LinkedIn,Software Development,3.8,2026-06-22,Contacted,Contacted,2026-09-07,SR03,,No
L1248,Horizon Technologies,Education,1-50,Mumbai,LinkedIn,Cybersecurity,10.8,2026-06-22,Contacted,Not Interested,,SR06,,No
L1249,Vertex Software,SaaS,51-200,Bengaluru,Email Campaign,DevOps,34.8,2026-06-22,New,Follow-up Required,2026-10-02,SR07,,No
L1250,Quest Labs,Healthcare,201-500,Bengaluru,Website,Software Development,115.8,2026-06-23,New,Follow-up Required,2026-09-19,SR08,,No
L1251,Ion Pvt Ltd,Manufacturing,1-50,,Email Campaign,Cloud Services,8.2,2026-06-23,Contacted,Not Interested,,SR09,,No
L1252,Pulse Pvt Ltd,e-commerce,501-1000,Bengaluru,Cold Calling,Cloud Services,161.6,2026-06-23,Meeting,Meeting Scheduled,2026-09-26,SR07,,No
L1253,Ridge Engineering,Manufacturing,51-200,Delhi,Website,Digital Transformation,50.9,2026-06-23,New,Follow-up Required,2026-10-07,SR01,,No
L1254,Aurora Solutions ,SaaS,51-200,Mumbai,LinkedIn,Cloud Services,,2026-06-23,Meeting,Waiting for Response,2026-10-07,SR02,,No
L1255,Falcon Software,SaaS ,1-50,Noida ,LinkedIn,Digital Transformation,8.1,2026-06-23,New,Follow-up Required,2026-10-09,SR10,,No
L1256,Xenon Manufacturing,Manufacturing,1-50,Hyderabad ,Events,Digital Transformation,13.9,2026-06-23,Contacted,Contacted,2026-09-26,SR04,,No
L1257,Ion Group,Retail,501-1000,Hyderabad,LinkedIn,Software Development,589.2,2026-06-24,Proposal,Closed,,SR07,1220000.0,No
L1258,Optima Learning,Education,501-1000,Jaipur ,Events,Cybersecurity,270.1,2026-06-24,Proposal,Waiting for Response,2026-09-07,SR03,1210000.0,No
L1259,Vanguard Global,SaaS,1000+,Ahmedabad,Referral,DevOps,981.2,2026-06-24,Proposal,Not Interested,,SR06,2045000.0,No
L1260,Ion Supply Chain,Logistics,1000+,Hyderabad ,LinkedIn,Software Development,1213.3,2026-06-24,Qualified,Follow-up Required,19/09/2026,SR07,,No
L1261,Vertex Ventures,SaaS,501-1000,Hyderabad ,Cold Calling,Software Development,328.5,2026-06-24,New,Follow-up Required,2026-09-29,SR04,,No
L1262,Tundra Group,FinTech,51-200,Chennai,Events,Cybersecurity,36.0,2026-06-24,New,Follow-up Required,2026-10-08,SR04,,No
L1263,Himalaya Labs,Logistics,51-200,Ahmedabad,Email Campaign,Cloud Services,55.0,2026-06-25,Meeting,Contacted,2026-09-18,SR09,,No
L1264,Aryan Pvt Ltd,Manufacturing,201-500,Noida,Website,DevOps,198.0,2026-06-25,New,Follow-up Required,2026-09-12,SR10,,No
L1265,Vanguard Finserv,FinTech,51-200,Hyderabad,Email Campaign,Cloud Services,26.1,2026-06-25,Proposal,Not Interested,,SR04,370000.0,No
L1266,Indus Softech,SaaS,201-500,Delhi,Google Search,DevOps,152.5,2026-06-25,New,Follow-up Required,2026-09-19,SR10,,No
L1267,Indus Care Systems,Healthcare,501-1000,Noida,Events,Cybersecurity,,2026-06-25,Proposal,Not Interested,,SR01,2000000.0,No
L1268,Urban Labs,Manufacturing,501-1000,Bengaluru,Referral,DevOps,410.7,2026-06-25,Won,Closed,,SR08,1390000.0,Yes
L1269,Chakra Platforms,SaaS,51-200,Gurgaon,LinkedIn,DevOps,28.7,2026-06-25,Proposal,Waiting for Response,2026-10-06,SR01,635000.0,No
L1270,Oasis Enterprises,SaaS,51-200,Bengaluru,Google Search,Software Development,47.1,2026-06-25,Meeting,Waiting for Response,2026-10-10,SR07,,No
L1271,Madhav Apps,SaaS,51-200,Jaipur,Cold Calling,Software Development,31.7,2026-06-26,Qualified,Meeting Scheduled,2026-10-01,SR10,,No
L1272,Optima Technologies,FinTech ,51-200,Delhi,Events,Digital Transformation,41.9,2026-06-26,Qualified,Follow-up Required,2026-10-10,SR05,,No
L1273,Banyan Ventures,Retail,51-200,Mumbai,Cold Calling,Cloud Services,36.6,2026-06-26,Contacted,Follow-up Required,2026-09-20,SR09,,No
L1274,Lakshya Retail,Retail,51-200,Chennai,Cold Calling,Software Development,53.5,2026-06-26,New,Follow-up Required,2026-10-09,SR08,,No
L1275,Thrive Online,E-commerce,1-50,Hyderabad,LinkedIn,Cloud Services,12.3,2026-06-26,Contacted,Not Interested,,SR04,,No
L1276,Relay Ventures,Healthcare,201-500,Noida,LinkedIn,Digital Transformation,123.9,2026-06-26,New,Follow-up Required,2026-09-26,SR05,,No
L1277,Aryan Marketplace,E-commerce,1000+,New Delhi,Cold Calling,Digital Transformation,2821.7,2026-06-26,Meeting,Contacted,2026-09-20,SR03,,No
L1278,Bolt Industrial,manufacturing,201-500,Delhi,Email Campaign,Cloud Services,78.4,2026-06-26,New,Follow-up Required,2026-09-21,SR01,,No
L1279,Radiant Platforms,SaaS,201-500,Bengaluru,Google Search,DevOps,48.7,2026-06-26,Qualified,Contacted,2026-10-01,SR04,,No
L1280,Ishaan Retail Tech,E-commerce,201-500,Delhi,LinkedIn,Cloud Services,68.1,2026-06-26,Proposal,Not Interested,,SR10,970000.0,No
L1281,Kestrel Industries,Logistics,1-50,Noida,Website,Software Development,8.8,2026-06-26,Contacted,Contacted,2026-10-02,SR01,,No
L1282,Ember Manufacturing, Manufacturing,201-500,Chennai,Cold Calling,Software Development,,2026-06-26,Qualified,Not Interested,,SR08,,No
L1283,Sagar Networks,E-commerce,501-1000,Bengaluru,Cold Calling,Cloud Services,166.5,2026-06-27,Contacted,Contacted,2026-09-19,SR08,,No
L1284,Pinnacle Freight,Logistics,1000+,Bangalore,Events,Cybersecurity,1944.9,2026-06-27,Contacted,Follow-up Required,2026-09-20,SR07,,No
L1285,Sagar Diagnostics,Healthcare,51-200,Pune,website,Cybersecurity,43.3,2026-06-27,Qualified,Waiting for Response,2026-10-04,SR02,,No
L1286,Yonder Commerce,E-commerce,1000+,Bengaluru,LinkedIn,Cloud Services,1426.4,2026-06-27,Qualified,Waiting for Response,2026-10-10,SR08,,No
L1287,Trident Commerce,E-commerce,51-200,Hyderabad,LinkedIn,Digital Transformation,11.7,2026-06-27,Meeting,Meeting Scheduled,2026-10-01,SR07,,No
L1288,Zephyr Networks,FinTech,1-50,Mumbai,Website,Cloud Services,2.5,2026-06-27,Meeting,Not Interested,,SR06,,No
L1289,Lotus Platforms,SaaS,501-1000,Pune,Events,Cloud Services,408.2,2026-06-27,New,Follow-up Required,2026-09-28,SR02,,No
L1290,Meridian Industries,E-commerce,1-50,Pune,Cold Calling,Cloud Services,13.2,2026-06-27,New,Follow-up Required,2026-09-11,SR06,,No
L1291,Quartz Systems,Education,51-200,Gurgaon,Website,Cybersecurity,46.4,2026-06-27,Won,Closed,,SR03,645000.0,Yes
L1292,Unity Stores,Retail,201-500,Pune ,Email Campaign,Cybersecurity,195.9,2026-06-28,New,Follow-up Required,2026-09-20,SR09,,No
L1293,Thrive Engineering ,Manufacturing,1000+,Chennai,Cold Calling,Digital Transformation,994.1,2026-06-28,Contacted,Waiting for Response,2026-10-10,SR04,,No
L1294,Dhruv Systems,Retail,51-200,Mumbai,LinkedIn,Digital Transformation,53.3,2026-06-28,Qualified,Waiting for Response,2026-10-04,SR09,,No
L1295,Cedar Systems,Education,51-200,Delhi,LinkedIn,Cloud Services,50.0,2026-06-28,Proposal,Closed,,SR01,780000.0,No
L1296,Summit Systems,Logistics,1-50,,Website,Cloud Services,3.9,2026-06-28,Qualified,Contacted,2026-09-05,SR01,,No
L1297,Hive Cloudware,SaaS,1-50,Gurgaon,Email Campaign,DevOps,14.4,2026-06-28,Qualified,Follow-up Required,2026-09-20,SR10,,No
L1298,Lakshya Capital Tech,FinTech,51-200,Mumbai,Email Campaign,Cloud Services,17.1,2026-06-29,Meeting,Not Interested,,SR06,,No
L1299,Relay Industrial,Manufacturing,201-500,Mumbai,Cold Calling,Digital Transformation,95.0,2026-06-29,Meeting,Contacted,2026-09-21,SR06,,No
L1300,Falcon Stores,Retail,1-50,Ahmedabad,LinkedIn,Software Development,14.0,2026-06-29,New,Follow-up Required,2026-10-06,SR02,,No
L1301,Banyan Networks,Manufacturing,201-500,Delhi,Cold Calling,Digital Transformation,91.3,2026-06-29,Contacted,Follow-up Required,2026-09-25,SR05,,No
L1302,Trident Industries,E-commerce,1000+,Mumbai,Website,Digital Transformation,2228.9,2026-06-29,New,Follow-up Required,2026-10-06,SR02,,No
L1303,Indus Health,Healthcare,201-500,Delhi,Website,Cybersecurity,72.8,2026-06-29,Contacted,Follow-up Required,2026-10-03,SR03,,No
L1304,Aurora Freight,Logistics,1000+,,Google Search,Cloud Services,1091.4,2026-06-29,Qualified,Follow-up Required,2026-09-25,SR04,,No
L1305,Optima Logistics,Logistics,1-50,Delhi,Google Search,Software Development,3.0,2026-06-29,Contacted,Waiting for Response,2026-10-05,SR03,,No
L1306,Orbit Platforms,SaaS,501-1000,Hyderabad,Events,Cloud Services,410.8,2026-06-29,New,Follow-up Required,2026-10-07,SR08,,No
L1307,Vayu Payments,FinTech,201-500,Mumbai,Referral,Software Development,145.2,2026-06-29,Qualified,Follow-up Required,2026-09-08,SR02,,No
L1308,Uday Manufacturing,Manufacturing,1-50,Bengaluru,LinkedIn,Digital Transformation,9.7,2026-06-30,Contacted,Not Interested,,SR07,,No
L1309,Indus Platforms,SaaS,51-200,Hyderabad,LinkedIn,Digital Transformation,,2026-06-30,Qualified,Follow-up Required,2026-10-06,SR08,,No
L1310,Optima Manufacturing,Manufacturing,201-500,Bengaluru,LinkedIn,Cybersecurity,169.5,2026-06-30,Qualified,Not Interested,,SR04,,No
L1311,Cedar Supply Chain,Logistics,51-200,Bangalore,LinkedIn,DevOps,33.4,2026-06-30,Contacted,Waiting for Response,2026-09-09,SR07,,No
L1312,Orbit Systems,Healthcare,1000+,Delhi,Events,Cloud Services,1334.3,2026-06-30,Meeting,Meeting Scheduled,2026-10-01,SR05,,No
L1313,Nexora Wealth Tech,FinTech,1000+,Gurgaon,Website,Software Development,1645.3,2026-06-30,Contacted,Waiting for Response,2026-10-02,SR03,,No
L1314,Ion Industrial,Manufacturing,501-1000,Bengaluru,Referral,Digital Transformation,377.5,2026-06-30,Qualified,Waiting for Response,2026-09-30,SR08,,No
