Lead_ID,Company_Name,Industry,Company_Size,Size_Order,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Revenue_Imputed,Lead_Created_Date,Lead_Month,Lead_Stage,Stage_Order,Follow_Up_Status,Next_Follow_Up_Date,Follow_Up_Flag,Days_Overdue,Sales_Rep_ID,Deal_Value,Conversion,Deal_Outcome,Website_Visits,Email_Interactions,Calls_Made,Calls_Connected,Meetings,Total_Activities,Last_Contact_Date,Days_Since_Last_Contact,Score_Size,Score_Revenue,Score_Website,Score_Email,Score_Meetings,Score_Service_Fit,Score_Prior_Engagement,Lead_Score,Lead_Category
L1167,Cobalt Components,Manufacturing,1000+,5,Mumbai,Website,Digital Transformation,1642.0,False,2026-06-12,2026-06,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR02,,No,Open,2,0,0,0,0,2,,,20,20,6,0,0,10,0,56,Cold
L1168,Bluepeak Mart,Retail,1-50,1,Hyderabad,Referral,Digital Transformation,2.7,False,2026-06-12,2026-06,Contacted,2,Waiting for Response,2026-09-19,Due Today,0.0,SR07,,No,Open,0,1,2,2,0,3,2026-09-07,12,0,0,0,5,0,10,10,25,Cold
L1169,Optima Diagnostics,Healthcare,1-50,1,Bengaluru,Email Campaign,Cloud Services,8.7,False,2026-06-12,2026-06,Proposal,5,Follow-up Required,2026-10-04,Upcoming,0.0,SR08,400000,No,Open,5,3,2,2,3,14,2026-08-25,25,0,0,10,10,20,4,10,54,Cold
L1170,Ion Marketplace,E-commerce,51-200,2,Pune,LinkedIn,Software Development,35.9,False,2026-06-12,2026-06,Qualified,3,Follow-up Required,2026-10-05,Upcoming,0.0,SR06,,No,Open,1,0,1,1,0,4,2026-06-30,81,5,5,3,0,0,10,5,28,Cold
L1171,Willow Networks,Education,501-1000,4,Bengaluru,LinkedIn,Software Development,548.0,False,2026-06-12,2026-06,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,2,1,1,1,0,4,2026-09-01,18,15,20,6,5,0,10,5,61,Warm
L1172,Onyx Retail,Retail,501-1000,4,Mumbai,Events,Digital Transformation,222.6,False,2026-06-12,2026-06,Qualified,3,Contacted,2026-09-18,Overdue,1.0,SR09,,No,Open,1,1,3,1,0,5,2026-09-01,18,15,15,3,5,0,10,5,53,Cold
L1173,Quartz Labs,E-commerce,201-500,3,Pune,LinkedIn,Cybersecurity,110.7,False,2026-06-12,2026-06,Contacted,2,Contacted,2026-09-22,Upcoming,0.0,SR06,,No,Open,2,0,1,1,0,4,2026-09-03,16,10,10,6,0,0,4,5,35,Cold
L1174,Himalaya Software,SaaS,1-50,1,Mumbai,Website,Software Development,9.8,False,2026-06-12,2026-06,Qualified,3,Waiting for Response,2026-09-19,Due Today,0.0,SR02,,No,Open,3,1,1,0,0,6,2026-08-18,32,0,0,6,5,0,4,0,15,Cold
L1175,Alpine Solutions,SaaS,201-500,3,Noida,LinkedIn,Cybersecurity,65.7,False,2026-06-12,2026-06,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR05,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
L1176,Pinnacle Care Systems,Healthcare,1000+,5,Bengaluru,Cold Calling,Cloud Services,1136.4,False,2026-06-12,2026-06,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR07,,No,Open,1,0,0,0,0,1,,,20,20,3,0,0,4,0,47,Cold
L1177,Quest Ventures,Logistics,51-200,2,Mumbai,Email Campaign,Software Development,52.7,False,2026-06-12,2026-06,Contacted,2,Contacted,2026-10-03,Upcoming,0.0,SR09,,No,Open,0,1,1,0,0,2,2026-07-16,65,5,10,0,5,0,4,0,24,Cold
L1178,Evergreen Softech,Manufacturing,201-500,3,Bengaluru,Cold Calling,Digital Transformation,144.7,False,2026-06-13,2026-06,Contacted,2,Follow-up Required,2026-09-21,Upcoming,0.0,SR08,,No,Open,2,0,1,0,0,4,2026-09-07,12,10,10,6,0,0,10,0,36,Cold
L1179,Lotus Retail,Retail,501-1000,4,Unknown,Google Search,DevOps,579.1,False,2026-06-13,2026-06,Proposal,5,Follow-up Required,2026-09-20,Upcoming,0.0,SR01,1040000,No,Open,2,1,4,1,2,10,2026-09-07,12,15,20,6,5,20,4,5,75,Warm
L1180,Apex Components,Manufacturing,1000+,5,Pune,Cold Calling,Cloud Services,1324.4,False,2026-06-13,2026-06,Meeting,4,Meeting Scheduled,2026-09-22,Upcoming,0.0,SR06,,No,Open,4,1,2,1,1,8,2026-09-10,9,20,20,10,5,12,10,5,82,Hot
L1181,Prism Industrial,Manufacturing,501-1000,4,Hyderabad,Email Campaign,Software Development,528.1,False,2026-06-13,2026-06,Qualified,3,Contacted,2026-09-19,Due Today,0.0,SR07,,No,Open,1,0,1,0,0,3,2026-09-07,12,15,20,3,0,0,4,0,42,Cold
L1182,Jade Retail Tech,E-commerce,1-50,1,Bengaluru,LinkedIn,DevOps,13.4,False,2026-06-14,2026-06,New,1,Follow-up Required,2026-09-18,Overdue,1.0,SR07,,No,Open,2,0,0,0,0,2,,,0,5,6,0,0,4,0,15,Cold
L1183,Gravity Online,E-commerce,51-200,2,Chennai,Email Campaign,Cloud Services,19.2,False,2026-06-14,2026-06,New,1,Follow-up Required,2026-10-06,Upcoming,0.0,SR07,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L1184,Kinetic Components,Manufacturing,1-50,1,Bengaluru,Events,Digital Transformation,7.8,False,2026-06-14,2026-06,Qualified,3,Contacted,2026-09-22,Upcoming,0.0,SR08,,No,Open,2,1,3,2,0,6,2026-09-10,9,0,0,6,5,0,10,10,31,Cold
L1185,Pinnacle Group,Manufacturing,501-1000,4,Delhi,Website,Software Development,259.2,False,2026-06-14,2026-06,New,1,Follow-up Required,2026-10-10,Upcoming,0.0,SR03,,No,Open,0,0,0,0,0,0,,,15,15,0,0,0,4,0,34,Cold
L1186,Titan Mart,Retail,501-1000,4,Pune,Google Search,Digital Transformation,162.7,False,2026-06-14,2026-06,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR02,,No,Lost,2,1,2,2,0,5,2026-08-26,24,15,10,6,5,0,10,10,56,Cold
L1187,Solace Softech,Retail,1-50,1,Hyderabad,Referral,Cloud Services,7.0,False,2026-06-14,2026-06,Qualified,3,Meeting Scheduled,2026-09-30,Upcoming,0.0,SR08,,No,Open,2,0,2,1,0,5,2026-07-15,66,0,0,6,0,0,10,5,21,Cold
L1188,Umbra Apps,SaaS,1-50,1,Delhi,Google Search,DevOps,7.3,False,2026-06-15,2026-06,Contacted,2,Follow-up Required,2026-09-29,Upcoming,0.0,SR10,,No,Open,2,0,1,0,0,3,2026-08-03,47,0,0,6,0,0,10,0,16,Cold
L1189,Narmada Pvt Ltd,Logistics,1-50,1,Mumbai,Email Campaign,Digital Transformation,6.2,False,2026-06-15,2026-06,Contacted,2,Follow-up Required,2026-09-25,Upcoming,0.0,SR09,,No,Open,1,1,1,0,0,3,2026-08-31,19,0,0,3,5,0,10,0,18,Cold
L1190,Optima Enterprises,Manufacturing,1-50,1,Delhi,Website,DevOps,4.2,False,2026-06-15,2026-06,Qualified,3,Waiting for Response,2026-10-07,Upcoming,0.0,SR05,,No,Open,0,1,1,0,0,3,2026-09-08,11,0,0,0,5,0,4,0,9,Cold
L1191,Urban Networks,SaaS,51-200,2,Chennai,LinkedIn,DevOps,43.1,False,2026-06-15,2026-06,Meeting,4,Meeting Scheduled,2026-09-24,Upcoming,0.0,SR08,,No,Open,1,2,2,0,1,7,2026-09-11,8,5,5,3,10,12,10,0,45,Cold
L1192,Vanguard Logistics,Logistics,501-1000,4,Delhi,Email Campaign,Cybersecurity,533.3,False,2026-06-15,2026-06,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR03,,No,Open,2,0,0,0,0,2,,,15,20,6,0,0,4,0,45,Cold
L1193,Pulse Group,E-commerce,51-200,2,Mumbai,Cold Calling,Software Development,50.3,False,2026-06-15,2026-06,Proposal,5,Waiting for Response,2026-09-30,Upcoming,0.0,SR09,770000,No,Open,5,2,4,1,2,13,2026-09-06,13,5,10,10,10,20,10,5,70,Warm
L1194,Aryan Group,E-commerce,1-50,1,Pune,Cold Calling,Cybersecurity,10.8,False,2026-06-15,2026-06,Contacted,2,Follow-up Required,2026-10-07,Upcoming,0.0,SR06,,No,Open,2,0,2,0,0,4,2026-09-13,6,0,5,6,0,0,4,0,15,Cold
L1195,Orbit Enterprises,SaaS,1-50,1,Bengaluru,Cold Calling,Software Development,12.8,False,2026-06-15,2026-06,Contacted,2,Waiting for Response,2026-09-04,Overdue,15.0,SR08,,No,Open,1,0,2,0,0,4,2026-07-26,55,0,5,3,0,0,4,0,12,Cold
L1196,Quartz Care Systems,Healthcare,1-50,1,Bengaluru,Email Campaign,Digital Transformation,6.6,False,2026-06-15,2026-06,Qualified,3,Contacted,2026-10-06,Upcoming,0.0,SR07,,No,Open,2,1,3,2,0,6,2026-08-23,27,0,0,6,5,0,10,10,31,Cold
L1197,Kaveri Wealth Tech,FinTech,1-50,1,Delhi,Events,Cybersecurity,8.0,False,2026-06-15,2026-06,New,1,Follow-up Required,2026-10-08,Upcoming,0.0,SR01,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L1198,Falcon Group,Education,201-500,3,Bengaluru,Email Campaign,Digital Transformation,48.6,False,2026-06-16,2026-06,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR08,,No,Open,0,0,0,0,0,0,,,10,5,0,0,0,10,0,25,Cold
L1199,Aryan Systems,Healthcare,51-200,2,Delhi,Email Campaign,Cloud Services,37.0,False,2026-06-16,2026-06,Qualified,3,Follow-up Required,2026-10-02,Upcoming,0.0,SR05,,No,Open,2,1,2,1,0,5,2026-09-04,15,5,5,6,5,0,4,5,30,Cold
L1200,Kestrel Solutions,FinTech,51-200,2,Hyderabad,Email Campaign,Software Development,19.4,False,2026-06-16,2026-06,Meeting,4,Meeting Scheduled,2026-09-26,Upcoming,0.0,SR07,,No,Open,1,2,2,1,0,7,2026-09-11,8,5,5,3,10,0,4,5,32,Cold
L1201,Optima Ventures,E-commerce,51-200,2,Chennai,Website,Digital Transformation,21.6,False,2026-06-16,2026-06,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR04,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,4,0,20,Cold
L1202,Alpine Softech,SaaS,51-200,2,Gurgaon,Email Campaign,DevOps,30.3,False,2026-06-16,2026-06,New,1,Follow-up Required,2026-09-20,Upcoming,0.0,SR01,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L1203,Jolt Cargo,Logistics,201-500,3,Mumbai,LinkedIn,Software Development,182.0,False,2026-06-16,2026-06,Contacted,2,Follow-up Required,2026-09-22,Upcoming,0.0,SR09,,No,Open,0,0,2,0,0,2,2026-08-05,45,10,10,0,0,0,4,0,24,Cold
L1204,Sapphire Solutions,Logistics,1-50,1,Hyderabad,Website,Digital Transformation,10.2,False,2026-06-16,2026-06,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,2,0,1,0,0,4,2026-08-21,29,0,5,6,0,0,10,0,21,Cold
L1205,Glide Knowledge,Education,201-500,3,Noida,Email Campaign,Cloud Services,84.7,False,2026-06-17,2026-06,Contacted,2,Follow-up Required,2026-09-29,Upcoming,0.0,SR03,,No,Open,2,0,2,1,0,4,2026-08-30,20,10,10,6,0,0,4,5,35,Cold
L1206,Trident Global,Healthcare,51-200,2,Bengaluru,Email Campaign,Cloud Services,20.1,False,2026-06-17,2026-06,Qualified,3,Meeting Scheduled,2026-09-25,Upcoming,0.0,SR08,,No,Open,0,0,2,1,0,3,2026-07-22,59,5,5,0,0,0,4,5,19,Cold
L1207,Vista Global,FinTech,51-200,2,Mumbai,Cold Calling,Cybersecurity,12.3,False,2026-06-17,2026-06,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR02,,No,Lost,2,2,2,1,1,8,2026-08-16,34,5,5,6,10,12,10,5,53,Cold
L1208,Ion Software,SaaS,51-200,2,Gurgaon,Email Campaign,Cloud Services,46.0,False,2026-06-17,2026-06,Meeting,4,Follow-up Required,2026-09-29,Upcoming,0.0,SR10,,No,Open,1,1,3,1,0,7,2026-09-11,8,5,5,3,5,0,10,5,33,Cold
L1209,Garuda EdTech,Education,51-200,2,Pune,Google Search,Cloud Services,56.6,False,2026-06-17,2026-06,Qualified,3,Follow-up Required,2026-10-04,Upcoming,0.0,SR02,,No,Open,0,2,2,1,0,4,2026-08-16,34,5,10,0,10,0,4,5,34,Cold
L1210,Gravity Retail,Retail,1-50,1,Ahmedabad,Email Campaign,Software Development,11.6,False,2026-06-17,2026-06,Contacted,2,Follow-up Required,2026-10-08,Upcoming,0.0,SR02,,No,Open,2,0,1,0,0,4,2026-09-12,7,0,5,6,0,0,4,0,15,Cold
L1211,Spark Freight,Logistics,201-500,3,Bengaluru,Cold Calling,Software Development,171.9,False,2026-06-17,2026-06,New,1,Follow-up Required,2026-09-25,Upcoming,0.0,SR04,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,4,0,24,Cold
L1212,Aurora Global,FinTech,51-200,2,Ahmedabad,LinkedIn,Cybersecurity,32.8,False,2026-06-17,2026-06,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,3,0,3,1,1,8,2026-08-28,22,5,5,6,0,12,10,5,43,Cold
L1213,Mantra Software,SaaS,201-500,3,Mumbai,LinkedIn,DevOps,78.1,False,2026-06-17,2026-06,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR09,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,10,0,30,Cold
L1214,Banyan Pvt Ltd,Retail,1-50,1,Delhi,Referral,Software Development,8.4,False,2026-06-17,2026-06,Proposal,5,Waiting for Response,2026-09-19,Due Today,0.0,SR10,425000,No,Open,2,2,3,0,2,10,2026-09-13,6,0,0,6,10,20,4,0,40,Cold
L1215,Novus Enterprises,E-commerce,1000+,5,Pune,Cold Calling,Cloud Services,973.1,False,2026-06-17,2026-06,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR06,,No,Open,1,0,1,0,0,2,2026-08-14,36,20,20,3,0,0,10,0,53,Cold
L1216,Prism Softech,Retail,201-500,3,Bengaluru,Google Search,Digital Transformation,126.7,False,2026-06-17,2026-06,Contacted,2,Follow-up Required,2026-09-25,Upcoming,0.0,SR07,,No,Open,2,0,1,0,0,3,2026-07-21,60,10,10,6,0,0,10,0,36,Cold
L1217,Quantum Softech,Manufacturing,1-50,1,Bengaluru,Cold Calling,Cloud Services,2.9,False,2026-06-17,2026-06,New,1,Follow-up Required,2026-09-01,Overdue,18.0,SR07,,No,Open,2,0,0,0,0,2,,,0,0,6,0,0,10,0,16,Cold
L1218,Jolt Ventures,E-commerce,1-50,1,Bengaluru,Cold Calling,Cloud Services,6.0,False,2026-06-18,2026-06,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,1,0,1,1,0,2,2026-08-10,40,0,0,3,0,0,10,5,18,Cold
L1219,Uday Industries,E-commerce,51-200,2,Gurgaon,LinkedIn,Cloud Services,41.6,False,2026-06-19,2026-06,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR05,,No,Open,0,0,0,0,0,0,,,5,5,0,0,0,10,0,20,Cold
L1220,Aurora Diagnostics,Healthcare,1000+,5,Bengaluru,Events,DevOps,519.5,False,2026-06-19,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR08,2020000,Yes,Won,5,2,4,2,2,15,2026-09-14,5,20,20,10,10,20,4,10,94,Hot
L1221,Vayu Enterprises,E-commerce,51-200,2,Chennai,Email Campaign,Software Development,15.5,False,2026-06-19,2026-06,Meeting,4,Follow-up Required,2026-08-31,Overdue,19.0,SR07,,No,Open,1,0,3,2,1,8,2026-09-08,11,5,5,3,0,12,10,10,45,Cold
L1222,Crest Enterprises,Logistics,501-1000,4,Pune,LinkedIn,Digital Transformation,258.2,False,2026-06-19,2026-06,Qualified,3,Contacted,2026-09-19,Due Today,0.0,SR06,,No,Open,0,1,2,1,0,3,2026-08-23,27,15,15,0,5,0,10,5,50,Cold
L1223,Dhruv Payments,FinTech,201-500,3,Mumbai,Google Search,Software Development,93.9,False,2026-06-19,2026-06,Qualified,3,Waiting for Response,2026-10-04,Upcoming,0.0,SR09,,No,Open,1,1,2,1,0,4,2026-09-05,14,10,10,3,5,0,4,5,37,Cold
L1224,Flux Group,E-commerce,51-200,2,Noida,Events,Software Development,47.2,False,2026-06-20,2026-06,New,1,Follow-up Required,2026-09-26,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L1225,Novus Solutions,Manufacturing,51-200,2,Bengaluru,LinkedIn,Digital Transformation,49.4,False,2026-06-20,2026-06,New,1,Follow-up Required,2026-10-08,Upcoming,0.0,SR08,,No,Open,0,0,0,0,0,0,,,5,5,0,0,0,10,0,20,Cold
L1226,Vayu Retail,Retail,501-1000,4,Bengaluru,Cold Calling,Cloud Services,484.7,False,2026-06-20,2026-06,New,1,Follow-up Required,2026-09-27,Upcoming,0.0,SR08,,No,Open,2,0,0,0,0,2,,,15,15,6,0,0,10,0,46,Cold
L1227,Rudra Labs,SaaS,201-500,3,Ahmedabad,Google Search,DevOps,122.4,False,2026-06-20,2026-06,Contacted,2,Follow-up Required,2026-09-21,Upcoming,0.0,SR06,,No,Open,1,0,2,1,0,3,2026-08-26,24,10,10,3,0,0,10,5,38,Cold
L1228,Evergreen Networks,Logistics,201-500,3,Delhi,Website,DevOps,51.1,False,2026-06-20,2026-06,Meeting,4,Meeting Scheduled,2026-10-03,Upcoming,0.0,SR05,,No,Open,1,1,2,1,1,8,2026-09-10,9,10,10,3,5,12,4,5,49,Cold
L1229,Bluepeak Payments,FinTech,51-200,2,Hyderabad,Google Search,Cybersecurity,57.0,False,2026-06-20,2026-06,Contacted,2,Contacted,2026-09-23,Upcoming,0.0,SR04,,No,Open,1,0,1,0,0,2,2026-06-27,84,5,10,3,0,0,10,0,28,Cold
L1230,Titan MedTech,Healthcare,201-500,3,Bengaluru,Referral,Digital Transformation,164.1,False,2026-06-20,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR04,705000,Yes,Won,4,1,3,0,2,14,2026-09-15,4,10,10,10,5,20,10,0,65,Warm
L1231,Ion Ventures,Retail,1000+,5,Chennai,Website,Digital Transformation,1692.8,False,2026-06-20,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR07,2000000,Yes,Won,3,1,5,3,3,14,2026-09-14,5,20,20,6,5,20,10,10,91,Hot
L1232,Quartz Ventures,Retail,1-50,1,Gurgaon,LinkedIn,Cybersecurity,4.6,False,2026-06-21,2026-06,New,1,Follow-up Required,2026-10-09,Upcoming,0.0,SR01,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,4,0,4,Cold
L1233,Horizon Systems,Healthcare,1-50,1,Gurgaon,LinkedIn,Digital Transformation,3.5,False,2026-06-21,2026-06,New,1,Follow-up Required,2026-09-26,Upcoming,0.0,SR05,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L1234,Harbor Labs,E-commerce,201-500,3,Chennai,Email Campaign,Cloud Services,184.3,False,2026-06-21,2026-06,Meeting,4,Waiting for Response,2026-09-27,Upcoming,0.0,SR04,,No,Open,4,2,3,0,2,11,2026-09-07,12,10,10,10,10,20,10,0,70,Warm
L1235,Lotus Engineering,Manufacturing,51-200,2,Bengaluru,Cold Calling,Digital Transformation,40.1,False,2026-06-21,2026-06,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,1,1,3,1,2,7,2026-09-16,3,5,5,3,5,20,10,5,53,Cold
L1236,Prana Platforms,SaaS,51-200,2,Ahmedabad,Website,Cloud Services,47.6,False,2026-06-21,2026-06,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR06,,No,Open,0,0,0,0,0,0,,,5,5,0,0,0,10,0,20,Cold
L1237,Paragon Labs,Healthcare,201-500,3,Bengaluru,Referral,Cloud Services,164.5,False,2026-06-21,2026-06,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR04,,No,Open,2,0,0,0,0,2,,,10,10,6,0,0,4,0,30,Cold
L1238,Relay Retail Tech,E-commerce,1-50,1,Mumbai,Email Campaign,Cloud Services,10.1,False,2026-06-21,2026-06,Qualified,3,Contacted,2026-10-02,Upcoming,0.0,SR02,,No,Open,2,1,3,2,0,7,2026-09-05,14,0,5,6,5,0,10,10,36,Cold
L1239,Novus Labs,FinTech,1-50,1,Noida,LinkedIn,Cloud Services,6.7,False,2026-06-21,2026-06,Qualified,3,Waiting for Response,2026-09-29,Upcoming,0.0,SR05,,No,Open,2,0,2,1,0,6,2026-09-11,8,0,0,6,0,0,10,5,21,Cold
L1240,Alpine Networks,FinTech,501-1000,4,Delhi,Referral,Digital Transformation,510.8,False,2026-06-22,2026-06,Proposal,5,Waiting for Response,2026-10-06,Upcoming,0.0,SR03,1710000,No,Open,5,1,2,1,2,11,2026-08-23,27,15,20,10,5,20,4,5,79,Warm
L1241,Zenith Retail Tech,E-commerce,51-200,2,Unknown,Website,DevOps,29.9,False,2026-06-22,2026-06,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,1,0,1,0,0,2,2026-08-21,29,5,5,3,0,0,4,0,17,Cold
L1242,Kinetic Solutions,Healthcare,1000+,5,Noida,Email Campaign,DevOps,2350.6,False,2026-06-22,2026-06,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR01,,No,Open,0,0,0,0,0,0,,,20,20,0,0,0,4,0,44,Cold
L1243,Quantum Retail Tech,E-commerce,51-200,2,Chennai,LinkedIn,DevOps,19.4,False,2026-06-22,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR04,650000,Yes,Won,3,2,5,4,2,13,2026-09-16,3,5,5,6,10,20,4,10,60,Warm
L1244,Hive Networks,Logistics,201-500,3,Gurgaon,Cold Calling,Cloud Services,170.6,False,2026-06-22,2026-06,Qualified,3,Meeting Scheduled,2026-09-20,Upcoming,0.0,SR05,,No,Open,3,1,2,0,0,7,2026-09-10,9,10,10,6,5,0,10,0,41,Cold
L1245,Jolt Knowledge,Education,51-200,2,Bengaluru,Website,Digital Transformation,57.5,False,2026-06-22,2026-06,Contacted,2,Waiting for Response,2026-10-07,Upcoming,0.0,SR07,,No,Open,2,1,1,1,0,4,2026-08-01,49,5,10,6,5,0,10,5,41,Cold
L1246,Quantum Software,SaaS,51-200,2,Noida,LinkedIn,Software Development,36.8,True,2026-06-22,2026-06,Contacted,2,Follow-up Required,2026-09-14,Overdue,5.0,SR01,,No,Open,1,0,1,1,0,2,2026-07-13,68,5,5,3,0,0,4,5,22,Cold
L1247,Dhruv Networks,SaaS,1-50,1,Noida,LinkedIn,Software Development,3.8,False,2026-06-22,2026-06,Contacted,2,Contacted,2026-09-07,Overdue,12.0,SR03,,No,Open,0,0,1,1,0,1,2026-09-07,12,0,0,0,0,0,4,5,9,Cold
L1248,Horizon Technologies,Education,1-50,1,Mumbai,LinkedIn,Cybersecurity,10.8,False,2026-06-22,2026-06,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,1,0,1,0,0,3,2026-09-03,16,0,5,3,0,0,4,0,12,Cold
L1249,Vertex Software,SaaS,51-200,2,Bengaluru,Email Campaign,DevOps,34.8,False,2026-06-22,2026-06,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR07,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,10,0,23,Cold
L1250,Quest Labs,Healthcare,201-500,3,Bengaluru,Website,Software Development,115.8,False,2026-06-23,2026-06,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR08,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,4,0,24,Cold
L1251,Ion Pvt Ltd,Manufacturing,1-50,1,Unknown,Email Campaign,Cloud Services,8.2,False,2026-06-23,2026-06,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,0,1,2,2,0,3,2026-09-18,1,0,0,0,5,0,10,10,25,Cold
L1252,Pulse Pvt Ltd,E-commerce,501-1000,4,Bengaluru,Cold Calling,Cloud Services,161.6,False,2026-06-23,2026-06,Meeting,4,Meeting Scheduled,2026-09-26,Upcoming,0.0,SR07,,No,Open,1,2,3,1,1,8,2026-09-04,15,15,10,3,10,12,10,5,65,Warm
L1253,Ridge Engineering,Manufacturing,51-200,2,Delhi,Website,Digital Transformation,50.9,False,2026-06-23,2026-06,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR01,,No,Open,2,0,0,0,0,2,,,5,10,6,0,0,10,0,31,Cold
L1254,Aurora Solutions,SaaS,51-200,2,Mumbai,LinkedIn,Cloud Services,36.8,True,2026-06-23,2026-06,Meeting,4,Waiting for Response,2026-10-07,Upcoming,0.0,SR02,,No,Open,2,2,2,1,1,9,2026-08-26,24,5,5,6,10,12,10,5,53,Cold
L1255,Falcon Software,SaaS,1-50,1,Noida,LinkedIn,Digital Transformation,8.1,False,2026-06-23,2026-06,New,1,Follow-up Required,2026-10-09,Upcoming,0.0,SR10,,No,Open,2,0,0,0,0,2,,,0,0,6,0,0,4,0,10,Cold
L1256,Xenon Manufacturing,Manufacturing,1-50,1,Hyderabad,Events,Digital Transformation,13.9,False,2026-06-23,2026-06,Contacted,2,Contacted,2026-09-26,Upcoming,0.0,SR04,,No,Open,2,0,2,1,0,4,2026-09-19,0,0,5,6,0,0,10,5,26,Cold
L1257,Ion Group,Retail,501-1000,4,Hyderabad,LinkedIn,Software Development,589.2,False,2026-06-24,2026-06,Proposal,5,Closed,,No Follow-up Needed,0.0,SR07,1220000,No,Lost,5,2,4,1,1,13,2026-08-30,20,15,20,10,10,12,4,5,76,Warm
L1258,Optima Learning,Education,501-1000,4,Jaipur,Events,Cybersecurity,270.1,False,2026-06-24,2026-06,Proposal,5,Waiting for Response,2026-09-07,Overdue,12.0,SR03,1210000,No,Open,5,4,4,1,1,15,2026-09-10,9,15,15,10,10,12,4,5,71,Warm
L1259,Vanguard Global,SaaS,1000+,5,Ahmedabad,Referral,DevOps,981.2,False,2026-06-24,2026-06,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR06,2045000,No,Lost,2,2,3,2,2,12,2026-09-07,12,20,20,6,10,20,10,10,96,Hot
L1260,Ion Supply Chain,Logistics,1000+,5,Hyderabad,LinkedIn,Software Development,1213.3,False,2026-06-24,2026-06,Qualified,3,Follow-up Required,2026-09-19,Due Today,0.0,SR07,,No,Open,1,1,1,0,0,3,2026-09-14,5,20,20,3,5,0,4,0,52,Cold
L1261,Vertex Ventures,SaaS,501-1000,4,Hyderabad,Cold Calling,Software Development,328.5,False,2026-06-24,2026-06,New,1,Follow-up Required,2026-09-29,Upcoming,0.0,SR04,,No,Open,2,0,0,0,0,2,,,15,15,6,0,0,4,0,40,Cold
L1262,Tundra Group,FinTech,51-200,2,Chennai,Events,Cybersecurity,36.0,False,2026-06-24,2026-06,New,1,Follow-up Required,2026-10-08,Upcoming,0.0,SR04,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,10,0,23,Cold
L1263,Himalaya Labs,Logistics,51-200,2,Ahmedabad,Email Campaign,Cloud Services,55.0,False,2026-06-25,2026-06,Meeting,4,Contacted,2026-09-18,Overdue,1.0,SR09,,No,Open,2,2,2,0,2,9,2026-09-13,6,5,10,6,10,20,10,0,61,Warm
L1264,Aryan Pvt Ltd,Manufacturing,201-500,3,Noida,Website,DevOps,198.0,False,2026-06-25,2026-06,New,1,Follow-up Required,2026-09-12,Overdue,7.0,SR10,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
